title,content,date,url
"HD현대 ""美항만 점령 中크레인 교체하겠다"""," 정기선 HD현대 수석부회장이 16일 제이미슨 그리어 미국 무역대표부(USTR) 대표를 만나 계열사인 HD현대삼호의 항만용 크레인 공급 방안을 제안해 관심이 모이고 있다. 미국 내 주요 항구에 설치된 하역용 크레인을 중국산이 독점하고 있는 데서 비롯된 미국 안보 위협론의 해결사로 나선 것이다. 정 수석부회장은 이날 그리어 대표와 만나 한미 간 조선산업 협력 방안을 논의하는 자리에서 HD현대삼호의 크레인 제조 역량을 소개하며 미국과의 협력을 강화할 것을 제안했다고 HD현대가 전했다. HD현대삼호는 조선 사업 외에 산업설비 부문에서 크레인 제조 사업도 하고 있다. 중국산이 국내 크레인 시장 대부분을 차지한 상황에서 HD현대삼호는 2020년과 지난해 두 차례에 걸쳐 부산신항에서 컨테이너 크레인 제작·설치 사업을 수주했고, 싱가포르항에서 크레인 설치 계약도 주문받았다. HD현대 관계자는 ""HD현대삼호는 전 공정을 자체 수행할 수 있는 사업 역량을 갖췄고 대형 컨테이너 크레인을 연간 10기 제작할 수 있다""면서 ""이번에 미국에 제안한 것도 업체의 역량과 미국 내 목소리를 고려해 결정한 것""이라고 설명했다. 업계에 따르면 미국은 조 바이든 전임 행정부 시절부터 중국산 항만 하역용 크레인의 독점 실태를 주시하며 우려해왔다. 미국 정부는 자국 크레인 업체를 통해 중국산을 대체하려는 정책을 검토하고 있다. 앞서 USTR은 지난달 17일 중국산 하역용 크레인에 100% 추가 관세를 부과하겠다는 계획을 발표했다. 또 도널드 트럼프 미국 대통령도 지난달 9일 '조선업 재건과 중국 견제 방안'을 골자로 하는 행정명령을 통해 미국 전역 항구에서 운용 중인 중국산 하역 크레인이 미국 안보에 위협이 되고 있다고 지적했다. 이번에 HD현대가 미국 통상장관과의 면담에서 크레인 공급을 공식 제안한 것을 두고 한미 조선 협력 범위가 확대되는 신호라는 해석도 나온다. 그리어 대표는 이날 K조선의 양대 조선소 최고위급 인사와 연이어 만나 미국 조선업 재건이 트럼프 대통령의 핵심 어젠다라는 것을 여실히 보여줬다. 김희철 한화오션 대표는 그리어 대표에게 ""한화오션은 미국 조선산업 재도약을 함께 실현해나가는 전략적 파트너가 되고자 한다""며 ""미국 현지에 검증된 기술과 스마트 생산 체계를 적용해 경쟁력 강화를 지원하겠다""고 말했다. 한화오션은 ""거제사업장의 스마트 생산 시스템을 미국 필리조선소에 적용할 계획이며 미국 내 추가로 생산 거점을 설립하는 것도 검토하고 있다""고 설명했다. 한화오션은 국내 조선소로는 처음으로 미국 해군의 '월리 시라호'(군수지원함) 유지·보수·정비(MRO) 사업을 수주해 지난 3월 성공적으로 마무리했다. 한화오션 거제조선소에서는 두 번째 MRO 사업으로 수주한 미국 해군 '유콘호'도 정비를 받고 있는데 이달 말까지 수리가 완료될 예정이다. [안두원 기자]",2025-05-16,http://v.daum.net/v/20250516180307733
“한국산 크레인 아직 안 써보셨죠?”...美 항구 ‘중국산 퇴출’ 빈자리 노리는 HD현대," 정 수석부회장은 이날 제이미슨 그리어 USTR 대표와 만나 한·미간 조선산업 협력방안에 대해 논의하는 자리에서 HD현대삼호의 크레인 제조역량을 소개하며 미국과의 협력강화를 제안했다고 HD현대가 전했다. HD현대삼호는 조선 사업 외에 산업설비 부문에서 크레인 제조 사업을 하고 있다. 국내 크레인 시장도 중국산이 대부분인 상황에서 HD현대삼호는 2020년과 지난해에 두차례에 걸쳐 부산 신항에 컨테이너 크레인 제작·설치 사업을 수주했고, 싱가포르항에 크레인 설치 계약도 주문을 받았다. HD현대 관계자는 “HD현대삼호는 전 공정을 자체 수행할 수 있는 사업역량을 갖추고 연간 대형 컨테이너 크레인 10기를 제작할 수 있다”면서 “이번에 미국에 제안한 것도 업체의 역량과 미국내 목소리를 고려해 결정한 것”이라고 설명했다.  앞서 USTR은 지난달 17일 중국산 하역용 크레인에 대한 100% 추가 관세 부과 계획을 발표했다. 또한 도널드 트럼프 미국 대통령도 지난달 9일 ‘조선업 재건과 중국 견제 방안’을 골자로 하는 행정명령을 통해 미국 전역의 항구에서 운용 중인 중국산 하역 크레인이 미국 안보에 위협이 되고 있다고 지적했다. 이번에 HD현대가 미국의 통상 장관과의 면담에서 크레인 공급을 공식 제안한 것을 두고 한미 조선 협력의 범위가 확대되는 신호라는 해석도 나온다.  김희철 한화오션 대표는 그리어 대표에게 “한화오션은 미국 조선산업의 재도약을 함께 실현해 나가는 전략적 파트너가 되고자 한다”며 “미국 현지에 검증된 기술과 스마트 생산 체계를 적용해 경쟁력 강화를 지원하겠다”고 말했다. 한화오션은 “거제사업장의 스마트 생산 시스템을 미국 필리조선소에 적용할 계획이며 미국 내 추가적인 생산거점 설립도 검토 중”이라고 설명했다. 한화오션은 국내 조선소로는 처음으로 미국 해군의 ‘월리 쉬라’호(군수지원함) 유지·보수·정비(MRO) 사업을 수주해 성공적으로 마치고 지난 3월 마무리했다. 한화오션 거제 조선소에는 두번째 MRO 사업으로 수주한 미 해군 ‘유콘호’도 정비를 받고 있는데, 이달 말까지 수리가 완료될 예정이다. 한화오션은 직접 미국에 진출해 양국 조선협력을 강화하고 있다. 한화오션은 미국 필리조선소를 지난해 인수해 한국 기업 최초로 미국 조선업에 진출했다. 한화오션은 필리조선소를 기반으로 미국에서 직접 선박 건조 사업에 나서고 ‘K해양방산’의 입지를 강화하겠다는 방침이다. 한화오션은 호주의 조선업체인 오스탈 지분(19.9%)도 인수하는 등 미국 조선업 진출을 확대하고 있다. 오스탈은 미국 앨라배마 모빌과 캘리포니아 샌디에이고 등에 생산시설을 갖고 있다.",2025-05-16,http://v.daum.net/v/20250516225702235
"HD현대·한화오션, 美 조선업 협력 의지보였다","  16일 업계에 따르면 HD현대와 한화오션은 방한 중인 제이미슨 그리어 미국 무역대표부(USTR) 대표와 각각 만나 협력 방안에 대해 논의했다. 이번 면담은 미국의 요청으로 이뤄진 것으로, 향후 이어질 한미 고위급 통상 협의에서 한국 조선업이 합의를 이끌 '키'로 다시 한번 부상하는 데 힘을 싣게 됐다. 정기선 HD현대 수석부회장은 HD현대중공업과 '함정 동맹'을 맺은 미국 방산 조선사 헌팅턴 잉걸스사 간의 협력 사례를 그리어 대표에게 소개했다. 공동 기술 개발, 선박 건조 협력, 기술 인력 양성 등의 구체적인 협력 방안을 제시하며 양국 간 조선산업 협력 확대 필요성을 강조했다. 또 미국 내 중국산 항만 크레인(안벽 컨테이너 크레인)의 독점적 공급 문제와 관련해서는 HD현대 계열사인 HD현대삼호의 크레인 제조 역량이 있는 점을 소개하며 공급망 확대를 위한 협력 강화도 제안했다. 현재 미국 항만에서 쓰이는 컨테이너 크레인의 약 80%는 중국 제품인데, 미국은 중국산 크레인이 국가 안보에 잠재적인 위협을 미칠 수 있다는 우려로 점유율을 줄이는 방안을 추진하고 있다. 미국 정부는 5년 간 200억달러(약 27조원)를 들여 항만 크레인 교체를 추진할 계획이다. 이에 업계에서는 한미 조선 협력이 강화되면 항만 크레인도 협력 아이템으로 부상할 수 있다는 기대가 나온다. 정 수석부회장은 ""HD현대는 미국의 조선산업 재건 의지와 노력을 높게 평가하고 있다""며 ""이를 위한 모든 준비를 한 만큼 필요한 역할이 있다면 기꺼이 참여할 것""이라고 말했다. 김희철 한화오션 대표이사는 미국 내 조선 생산 기반 확대와 기술 이전 방향을 중심으로 공급망 안정과 산업 경쟁력 강화를 위한 한화오션의 전략을 설명했다. 한화오션은 거제 사업장의 스마트 생산 시스템을 지난해 말 인수한 미국 필리조선소에 적용할 계획이다. 이를 통해 현지에서도 높은 수준의 선박 건조 기술과 생산성을 구현할 수 있는 기반을 마련한다는 구상이다. 또 다양한 수요와 장기적인 생산 역량 확보를 고려해 미국 내 추가 생산 거점 설립도 검토 중이다. 이번 논의에서는 조선산업 공급망 재편과 관련한 미국 정부의 정책 방향성과 이에 대한 기업 차원의 대응 방향 및 협력 의지도 공유했다. 김 대표이사는 ""한화오션은 기술 이전과 생산 기반 구축을 넘어 미국 조선산업의 재도약을 함께 실현해 나가는 전략적 파트너가 되고자 한다""며 ""검증된 기술과 스마트 생산 체계를 기반으로 미국 현지에서도 실질적인 협력 성과를 만들어 나가겠다""고 말했다. #HD현대 #한화오션 ggg@fnnews.com 강구귀 기자",2025-05-16,http://v.daum.net/v/20250516182508290
"푸본현대생명, 고객과 함께하는 '푸본현대생명 데이' 진행"," 푸본현대생명은 오는 16일 광주-기아챔피언스필드에서 고객과 함께하는 '푸본현대생명 데이(DAY)' 행사를 시행한다고 밝혔다. 이번 '푸본현대생명 데이(DAY)' 행사는 경기 시작 2시간전부터 시작되며 야구장을 찾는 야구팬들과 함께 다양한 행사와 경품 이벤트가 진행된다. 경기장 입장 전 푸본현대생명 부스를 방문해 이벤트 참여시 선착순 1000명에게 푸본현대생명 캐릭터 푸니 보니가 새겨진 기념품을 전달하고, 추첨을 통해 KIA타이거즈 굿즈 등 경품도 지급한다. 경기 중에는 푸본현대생명 임직원이 시구와 시타자로 나서고, 푸본현대생명 캐릭터인 푸니, 보니와 가위바위보 이벤트가 진행된다. 이번 행사에는 푸본현대생명 영업가족 및 고객 등 200여명이 참여하며, 대만 푸본 스포츠&엔터테인먼트(Fubon Sports & Entertainment) 소속 푸본 엔젤스(Fubon Angels) 응원단도 함께 참여한다. 푸본 스포츠&엔터테인먼트는 대만에서 푸본 가디언스(Fubon Guardians) 야구단과 푸본 브레이브스(Fubon Braves) 농구단, 푸본 엔젤스 응원단을 운영하고 있다. 구단주는 푸본금융지주(Fubon Financial Holding)다. 푸본현대생명 관계자는 “야구 팬뿐만 아니라, 푸본현대생명 고객을 위한 뜻깊은 행사를 진행하게 됐다”며 “앞으로도 고객과 함께 긍정에너지를 나눌 수 있는 다양한 행사를 마련할 예정”이라 전했다. 박진혁 기자 spark@etnews.com",2025-05-15,http://v.daum.net/v/20250515152203914
"인산가, 현대백화점 목동점 팝업스토어 진행"," 인산가는 앞서 현대백화점 압구정 본점(5월 2~8일) 및 무역센터점(6~10일)에서 팝업스토어를 운영했다. 이번 목동점 행사를 통해 수도권 주요 지점 순회 일정을 이어간다. 이후 킨텍스점(23~29일)에서도 팝업스토어 행사를 진행할 예정이다. 이번 현대백화점 목동점 팝업스토어에서는 자사몰 전용 제품인 △9회 죽염 선물세트 △알칼리죽염플러스 △데이넛츠 △죽염약콩두유플러스 △육즙가득 죽염 떡갈비 △죽염담은 백명란 등을 선보인다. 행사 기간에는 한정 할인 프로모션과 함께 다양한 이벤트를 진행한다. 현장에서 구매할 경우 자사몰 및 네이버 스마트스토어에서 사용이 가능한 할인쿠폰을 제공한다. 인산가 죽염 제품은 인산 김일훈 선생이 제시한 죽염 제조 방식 그대로 수작업으로 생산한다. 서해안 천일염을 국내산 왕대나무 통에 넣어 여덟 번 구운 뒤 마지막으로 1700도 이상 고온으로 용융시킨다. 이 과정에서 불순물은 제거되고 미네랄 함량이 증가하는 것이 특징이다. 인산가 관계자는 ""팝업스토어 행사를 통해 소비자와 직접 소통하며 제품의 가치를 전달하고자 한다""며 ""가정의 달을 맞아 감사의 마음을 전할 수 있는 다양한 제품과 혜택을 준비했다""고 말했다. 이어 ""현대백화점 팝업스토어 외에 온라인 새벽배송과 프리미엄 마켓 등 유통 채널을 확대하는 중""이라고 덧붙였다. butter@fnnews.com 강경래 기자",2025-05-17,http://v.daum.net/v/20250517070636339
"美 무역대표부, 'HD현대' 정기선·'한화오션' 김희철 회담(종합)","국내 조선업계 인사 첫 공식 회담…관세 협상 '지렛대' 기대  16일 업계에 따르면 정기선 HD현대 대표이사 수석부회장은 이날 오전 제주에서 제이미슨 그리어 USTR 대표와 만났다. 그리어 대표는 15~16일 아시아태평양경제협력체(APEC) 통상장관회의에 참석하고자 방한했다. 정 수석부회장은 그리어 대표에게 HD현대중공업과 미국 최대 방산 조선사 헌팅턴 잉걸스 간 협력 사례를 소개하며 △공동 기술개발 △선박 건조 협력 △기술 인력 양성 등 구체적인 협력 방안을 제시한 것으로 파악됐다. HD현대는 지난달 7일(현지시간) 헌팅턴 잉걸스와 '선박 생산성 향상 및 첨단 조선 기술 협력을 위한 양해각서(MOU)'를 체결했다. 헌팅턴 잉걸스는 미국 중남부 미시시피주에 미국 최대 수상함 건조 조선소 잉걸스 조선소를 운영하고 있다. 정 수석부회장은 이날 미국 내 중국산 항만 크레인의 독점 공급 문제와 관련해 HD현대 계열사 HD현대삼호 크레인 제조 역량을 소개한 것으로 전해졌다. 골리안 크레인을 설계·제작·운송·설치 시운전까지 일괄 수행하는 업체는 국내에서 HD현대삼호가 유일하다. 정 수석부회장은 그리어 대표에게 공급망 확대를 위한 미국과의 협력 강화를 제안했다. 그는 ""HD현대는 미국의 조선산업 재건 의지와 노력을 높게 평가하고 있다""라며 ""모든 준비가 된 만큼 필요한 역할이 있다면 기꺼이 참여할 것""이라고 강조했다. 그리어 대표는 이날 오후 김희철 한화오션 대표이사를 만났다. 김 대표는 미국 내 조선 생산 기반 확대와 기술 이전 방향을 중심으로 공급망 안정과 산업 경쟁력 강화를 위한 전략을 설명했다. 조선산업 공급망 재편과 관련해 기업 차원 대응 방향과 협력 의지도 드러냈다.  한화오션은 지난해 8월 국내 조선소 최초로 미국 해군 군수지원함 윌리 쉬라호 MRO(유지·보수·정비) 사업을 수주했다. 한화오션은 정비 과정에서 새로운 소요를 발견해 추가 매출을 보장받는 수정 계약을 맺기도 했다. 한화오션은 필리조선소를 바탕으로 미국 조선 시장에서 성장 동력을 창출하고 글로벌 해양 방산 산업 입지를 강화하겠다는 입장이다. 한화는 미국 앨라배마 모빌과 캘리포니아 샌디에이고 등에 시설을 보유한 호주 오스탈 지분 9.9%를 직접 매수하는 등 19.9% 지분 투자 중이다. 김희철 대표이사는 ""한화오션은 기술 이전과 생산 기반 구축을 넘어 미국 조선산업의 재도약을 함께 실현해 나가는 전략적 파트너가 되고자 한다""라며 ""검증된 기술과 스마트 생산 체계를 기반으로, 미국 현지에서도 실질적인 협력 성과를 만들어 나가겠다""고 밝혔다. HD현대와 한화는 트럼프 대통령이 재선 성공 이후 한국 조선업 협력을 언급하면서 연이어 미국 정부 인사와 접촉하고 있다. 존 필린 미국 해군성 장관은 지난달 30일 HD현대중공업 울산 사업장과 한화오션 거제 사업장을 방문했다. 필린 장관은 HD현대중공업 울산 사업장에서 정 수석부회장을 만난 뒤 ""우수한 역량을 갖춘 조선소와 협력한다면 적시 유지·보수 활동이 가능해 미 해군 최고 성능을 발휘할 수 있을 것""이라고 말했다. 한화오션 거제 사업장에서 김동관 한화 부회장을 만난 뒤에는 ""미국 해군과 한국 해양 산업과의 관계는 선박 정비를 넘어 양국 의지를 굳건히 받쳐주는 초석""이라며 ""양국 간 동맹 관계를 더욱 강화할 것""이라고 강조했다. bell@tf.co.kr 발로 뛰는 더팩트는 24시간 여러분의 제보를 기다립니다.▶카카오톡: '더팩트제보' 검색▶이메일: jebo@tf.co.kr▶뉴스 홈페이지: http://talk.tf.co.kr/bbs/report/write",2025-05-16,http://v.daum.net/v/20250516162222658
전북현대 콜라보 무슨 일⋯전북 에디션 한정 판매," 전북현대모터스FC가 브랜드 컬래버레이션 프로젝트를 통해 '전북현대' 에디션을 한정 판매하는 것으로 알려지면서 관심이 모인다. 국내 대표 브랜드 무신사·하이트 진로와 손을 잡았다. 전북현대는 JB Homies; 너×나=우리라는 컬래버레이션 아이템을 개발했다고 16일 밝혔다. 최근 굿즈를 통해 팬심을 적극 표현하는 젊은 스포츠 팬의 트렌드를 반영해 라이프 스타일에 전북현대를 적용한 무신사 전주성 티셔츠, 하이트 진로 테라 전북현대 에디션 상품을 출시한다. 무신사 전주성 티셔츠는 국내 최대 패션 플랫폼인 무신사가 전북현대 홈구장인 전주성(전주월드컵경기장)을 그래픽 디자인해 제작한 티셔츠다. 오는 19일 오전 11시 무신사 전북현대 브랜드숍을 통해 단독 판매하며 수량은 검정·하양 각각 100장 씩 한정 판매한다. 테라 전북현대 에디션은 전북현대 유니폼 배번에 적용된 도트 그래픽을 맥주 캔에 디자인했다. 오는 21일부터 도내 중심 대형마트, 중소형 마트에서만 구매가 가능하다. 24만 캔 한정 수량으로 제작되는 해당 에디션은 전북현대·테라 대표 색깔인 녹색으로 동일해 더욱더 많은 팬들의 많은 사랑을 받을 전망이다. 이도현 전북현대 단장은 ""전북현대가 팬들의 라이프 스타일에 더욱더 가까이 다가가는 좋은 계기가 될 것이다. 팬들이 더 다양하고 많은 곳에서 전북현대의 브랜드를 접하고 경험할 수 있도록 지속적인 노력을 하겠다""고 말했다.",2025-05-16,http://v.daum.net/v/20250516153650993
"현대로템, 약 4200억 대만 무인 전동차 수주"," 현대로템은 대만 타이중시 도시철도공정국에서 발주한 타이중 블루라인 전동차 공급 사업 본계약을 체결했다고 15일 밝혔다. 대만 정부는 도시 교통 효율화와 시민 이동 편의성 향상을 위해 각 도시의 대중 교통망을 강화하고 있다. 인구 약 280만명의 중부 최대 도시인 타이중시 역시 도시 교통 체계를 철도 중심으로 전환하고 있다. 현대로템이 이번에 납품할 무인 전동차는 라이다(Lidar)와 카메라, 인공지능(AI)을 활용한 전방 충돌방지 장치 기술을 적용해 운행 안전성을 강화했다. 3량 1편성으로 한번에 최대 530명의 승객 탑승이 가능하며 운행 최고속도는 80km/h다. 가벼운 알루미늄 차체를 적용해 차량의 내구성을 높이는 한편 중량은 감소시켜 에너지 소비 효율을 향상 시켰다. 이번 사업 수주에는 과거 현대로템이 현지에서 보여준 사업 수행 능력이 한몫했다는 평가다. 현대로템은 과거 대만 철도청 전동차 사업을 비롯해 가오슝 레드라인 전동차, 타이페이 메트로 전동차, 타오위안 그린라인 무인경전철 사업 등 신뢰를 쌓아왔다. 타이중 블루라인은 타이중시가 교통 효율화를 위해 추진하는 철도 건설 사업 4개 노선(그린, 블루, 레드, 오렌지) 중 두 번째 노선(총 24.78km, 20개역)으로 서쪽 타이중항에서 출발해 도심을 관통한다. 현지 직장인과 학생의 교통 편의성 향상에 기여할 전망이다. 현대로템 관계자는 “대만에서 다양한 사업을 성공적으로 수행하며 좋은 평가를 받은 것이 수주로 이어졌다”며 “현지 시민들이 안전하게 이용할 수 있는 차량을 납품하기 위해 최선을 다하겠다”고 말했다. #현대로템 ggg@fnnews.com 강구귀 기자",2025-05-15,http://v.daum.net/v/20250515085711003
美 그리어 만난 정기선 HD현대 회장 “필요한 역할 있다면 기꺼이 참여”,"제이미슨 그리어 미국 무역대표부(USTR) 대표와 정기선 HD현대 수석부회장이 16일 오전 제주 서귀포에서 회동했다. 양측은 한·미 조선 산업 협력 방안에 관해 논의했다고 밝혔다.  양사는 지난달 ‘선박 생산성 향상 및 첨단 조선 기술 협력을 위한 양해각서(MOU)를 체결했다. 정 수석부회장은 “HD현대는 미국의 조선 산업 재건 의지와 노력을 높이 평가한다”며 “이를 위한 모든 준비를 갖춘 만큼 필요한 역할이 있다면 기꺼이 참여할 것”이라고 말했다. 그리어 대표는 제주국제컨벤션센터(ICC)에서 전날 개막한 아시아태평양경제협력체(APEC·에이펙) 통상장관회의 참석을 위해 지난 14일 방한했다. 안덕근 산업통상자원부 장관을 비롯해 각국 통상 당국 관계자를 만나는 그리어 대표는 이날 오후에는 국내 특수선 양강인 한화오션 김희철 대표와 회담을 가진다. 정 수석부회장과 김 대표 면담은 미국 측이 먼저 요청한 것으로 알려졌다. 조선 산업 협력은 우리나라가 미국과 관세 협의를 하는 과정에서 상호관세를 낮출 가장 유력한 카드 중 하나다. 미국이 조선 산업을 다시 육성하려는 배경으로는 공급망, 국가안보, 일자리 창출 및 경제 활성화 등 다양한 요인이 꼽힌다. 미국이 해군력을 유지하고 자체적으로 선박을 건조, 유지·보수하기에는 이미 조선소가 노후화하고 조선 기술이 낙후해 한국 기업의 투자를 유치해 자국 조선업을 재건하려 한다는 것이다. 서귀포=박유빈 기자 yb@segye.com",2025-05-17,http://v.daum.net/v/20250517062637968
"현대차, 사우디에 첫 생산거점 구축… 중동 공략 ‘시동’ [현대차, 사우디 공장 착공]"," 현대차는 14일(현지시간) 사우디아라비아 킹살만자동차산업단지에 위치한 현대차 사우디아라비아 생산법인(HMMME) 부지에서 공장 착공식을 개최했다고 밝혔다. 킹살만자동차산업단지는 사우디아라비아가 자동차산업 발전을 목표로 킹압둘라경제도시(KAEC)에 신규 조성한 사우디아라비아 자동차 제조 허브다. HMMME는 현대차가 30%, 사우디아라비아 국부펀드가 70% 지분을 보유한 합작 생산법인이며 연간 5만대 규모의 전기차와 내연기관차를 혼류생산할 수 있는 공장으로 건설된다. 생산물량은 사우디아라비아 내수에 판매되고, 향후 중동과 아프리카 등으로 수출된다. 장재훈 현대차그룹 부회장은 ""이번 착공식은 현대차와 사우디아라비아 모두에 새로운 시대의 시작을 의미한다""며 ""우리는 미래 모빌리티와 기술혁신의 새로운 장을 열기 위한 초석을 놓을 것""이라고 강조했다. 특히 장 부회장은 ""사우디아라비아는 기존 에너지 중심 산업구조를 다변화하기 위해 국가 발전 프로젝트인 '비전 2030'을 추진하고 있으며, 이번 협력은 비전 2030의 핵심 주체인 사우디아라비아 국부펀드가 자동차산업 강화를 목표로 실행 중인 중점사업 중 하나""라고 말했다. 이어 ""HMMME가 사우디아라비아의 비전 2030에 부응해 모빌리티 기술 개발역량을 갖춘 현지 인재 양성 등에도 기여할 수 있기를 바란다""고 강조했다. cjk@fnnews.com 최종근 기자",2025-05-15,http://v.daum.net/v/20250515190355865
"현대차·기아, 서울대와 스마트팩토리 공장 구현 '맞손'","(지디넷코리아=김재성 기자)현대자동차·기아와 서울대학교가 제조 기술 혁신을 위해 손을 잡는다. 현대차·기아 제조솔루션본부 E-FOREST센터는 서울대학교 정밀기계설계 공동연구소와 지난 13일 서울대 차세대자동차연구센터(서울 관악구 소재)에서 '소프트웨어 중심 공장(SDF) 구현을 위한 MOU'를 체결했다고 16일 밝혔다. E-FOREST는 고객의 가치를 실현하기 위해 모든 것을 유기적으로 연결해 제조시스템의 혁신을 추구하는 현대차·기아의 스마트공장 브랜드다.  현대차·기아는 인공지능(AI)과 로봇을 활용한 자동화 기술 및 인간친화적인 스마트 기술을 도입해 제조 시스템을 혁신하고 나아가 모빌리티 산업 전체를 고도화하는 것을 목표하고 있다. 이번 협약에 따라 현대차·기아와 서울대학교는 SDF 구현을 위한 핵심 기술의 공동 연구, 개발에 협력하기로 했다. 구체적인 협력 분야는 ▲제조 인공지능(Manufacturing AI) ▲제조특화 대규모 언어모델(LLM) ▲예지보전(PHM) ▲디지털 트윈 ▲시뮬레이션 기반 생산 최적화 등이다. 이재민 현대차·기아 E-FOREST 센터장 상무는 ""서울대와의 협력을 통해 스마트 팩토리 구현을 위한 핵심 기술 경쟁력을 강화하고, 글로벌 제조 혁신을 가속화할 수 있을 것으로 기대한다""고 말했다. 안성훈 서울대 정밀기계설계공동연구소 소장 교수는 ""서울대의 혁신적인 로보틱스, AI에 기반한 자율제조 기술을 현대차의 글로벌 모빌리티 제조 환경에 접목해 차세대 스마트 제조 생태계 구축에 기여하겠다""고 말했다. 김재성 기자(sorrykim@zdnet.co.kr)",2025-05-16,http://v.daum.net/v/20250516120106949
美 무역대표부 만난 HD현대·한화…한미 조선 협력 급물살(종합),"[이데일리 김은경 기자] 국내 대표 조선사를 보유한 HD현대그룹과 한화가 미국무역대표부(USTR) 대표와 만나 한·미 조선업 협력 방안에 대해 논의했다. 이번 회동으로 양국 간의 실질적인 조선 협력 논의가 급물살을 탈 것으로 기대를 모은다. 16일 HD현대에 따르면 정기선 수석부회장은 이날 오전 미국무역대표부(USTR) 제이미슨 그리어 대표와 만났다. 국내 조선업계에서 USTR 대표와 공식 회담을 가진 것은 이번이 처음이다. USTR 대표단은 아시아태평양경제협력체(APEC) 통상장관 회의 참석을 위해 방한했다.  또한 미국 내 중국산 항만 크레인의 독점적 공급 문제와 관련, HD현대의 계열사인 HD현대삼호의 크레인 제조 역량을 소개하며 공급망 확대를 위한 미국과의 협력 강화를 제안했다. 정 수석부회장은 “HD현대는 미국의 조선산업 재건 의지와 노력을 높게 평가하고 있다”며 “이를 위한 모든 준비를 갖춘 만큼 필요한 역할이 있다면 기꺼이참여할 것”이라고 말했다. 제이미슨 그리어 USTR 대표는 트럼프 대통령 1기 행정부 시절 로버트 라이트하이저 USTR 대표의 비서실장을 역임하며 미·중간 공정 무역을 위한 협상을 주도한 바 있다.  한화오션은 거제사업장의 스마트 생산 시스템을 미국 필리조선소에 적용할 계획이며 이를 통해 현지에서도 높은 수준의 선박 건조 기술과 생산성을 구현할 수 있는 기반을 마련하고 있다. 다양한 수요와 장기적인 생산 역량 확보를 고려해 미국 내 추가적인 생산 거점 설립도 검토 중이다. 이번 논의에서는 조선산업 공급망 재편과 관련한 미국 정부의 정책 방향성을 포함해 이에 대한 기업 차원의 대응 방향과 협력 의지도 함께 공유됐다. 김 대표는 “한화오션은 기술 이전과 생산 기반 구축을 넘어 미국 조선산업의 재도약을 함께 실현해 나가는 전략적 파트너가 되고자 한다”며 “검증된 기술과 스마트 생산 체계를 기반으로 미국 현지에서도 실질적인 협력 성과를 만들어 나가겠다”고 했다. 한화오션과 한화시스템은 지난해 12월 한국 기업 최초로 미국 필리조선소를 인수해 한국 기업 최초로 미국 조선업에 진출한 바 있다. 한화는 미국 앨라바마주 모빌과 캘리포니아주 샌디에이고 등에 조선 시설을 보유하고 있는 호주 오스탈사(社) 지분 9.9%를 직접 매수하는 등 19.9%에 이르는 오스탈 지분 투자도 진행 중이다. 김은경 (abcdek@edaily.co.kr)",2025-05-16,http://v.daum.net/v/20250516165857004
